DATE,LD_PAST_6M_RESI_MORTGAGE,LD_PAST_6M_CONSUMER,LD_PAST_6M_COMM_PROPERTY,LD_PAST_6M_SME,LD_PAST_6M_CORP,LD_PAST_6M_AGRI,LD_PAST_6M_AGRI_DAIRY,LD_PAST_6M_AGRI_SHEEP_BEEF,LD_PAST_6M_AGRI_OTHER,LD_NEXT_6M_RESI_MORTGAGE,LD_NEXT_6M_CONSUMER,LD_NEXT_6M_COMM_PROPERTY,LD_NEXT_6M_SME,LD_NEXT_6M_CORP,LD_NEXT_6M_AGRI,LD_NEXT_6M_AGRI_DAIRY,LD_NEXT_6M_AGRI_SHEEP_BEEF,LD_NEXT_6M_AGRI_OTHER,CA_PAST_6M_RESI_MORTGAGE,CA_PAST_6M_CONSUMER,CA_PAST_6M_COMM_PROPERTY,CA_PAST_6M_SME,CA_PAST_6M_CORP,CA_PAST_6M_AGRI,CA_NEXT_6M_RESI_MORTGAGE,CA_NEXT_6M_CONSUMER,CA_NEXT_6M_COMM_PROPERTY,CA_NEXT_6M_SME,CA_NEXT_6M_CORP,CA_NEXT_6M_AGRI,CA_PAST_3Y_HOUSEHOLD,CA_PAST_3Y_COMM_PROPERTY,CA_PAST_3Y_SME,CA_PAST_3Y_CORP,CA_PAST_3Y_AGRI,FAAC_COST_OF_FUND,FAAC_BALANCE_SHEET_CONSTRAINT,FAAC_PRESSURE_FROM_COMPETITION,FAAC_BANK_PRECEPTION_OF_RISK,FAAC_BANK_RISK_TOLERANCE,FAAC_REGULATORY_CHANGE
2018-03-31,10.4292879680861,-1.9754865266318,-0.15707269918335,1.76169136736546,3.33255178279797,-3.66678421643836,-7.25979842776871,-1.09261143588072,16.2854811486995,3.40505273870837,0.0,0.0,1.76169136736546,12.0496784947705,-9.73275671955713,-17.1424501538534,1.09261143588072,18.0500548864767,-4.91774545038152,-0.509509937690326,-5.94058817878031,-0.274888320117648,-16.6746212647082,7.39469332174498,1.89236002703523,-4.4602543709806,-17.7705985421412,0.0,-32.4274264164908,7.39469332174498,-29.2149694340362,-50.0826734166415,2.33955029195531,-18.8251088766811,-46.6955415974279,-2.53545140740301,0.775172612382971,-4.43214373268021,-1.80032693117911,-16.327851193293,-4.27560448228569
2018-09-30,6.10539274781871,0.0,-16.1613344748527,-14.1810309508554,3.37011636779531,-0.364385949210301,-4.29606802513054,5.08143213609196,14.0945927041308,0.42379171764911,0.396455210658143,-15.4395349042809,2.43705110782122,0.725912688646181,-4.36302369107149,-7.4728770254451,0.0,6.9479771710987,3.25873670333571,1.888389086565,10.5061021926789,0.0,16.9510424980735,-0.188842006738724,2.44082973277474,2.28484429722315,-0.137043006309274,0.0,-0.253310214488858,-11.4601501423109,-13.1118951170632,-39.2287542370712,-1.80165565347868,14.587867786456,-20.7017509008783,-1.41161582763378,1.39780677235427,10.3434705411475,2.43355271727903,0.0,-8.47723623639692
2019-03-31,2.75247380606734,-9.74123505325744,-6.20788627185862,1.80827877554597,11.6401200573794,-3.80843870293351,-9.70079019801491,0.0,25.833729337156,-0.322974849288125,0.0,-14.6373945063972,1.80827877554597,-3.06800060503103,-3.80843870293351,-9.70079019801491,0.0,25.833729337156,3.37438348534619,2.14601398686349,-15.8304580334979,-0.980001210925285,-8.95048333938929,-6.73015483156201,-8.73758152388277,0.0,-15.3088998491393,0.0,-36.1696190938428,-14.0927667968069,-12.7884046595411,-38.4120402049907,0.980001210925285,-18.7718617134423,-38.4202578410514,-0.674596674295739,-1.15021267049291,9.32934853719976,1.11020707428173,1.56609037074324,12.057848092846
2019-09-30,1.34102839354225,-6.94632115550934,-6.58101426224033,0.254255105165662,-3.66564402776066,-4.6225002043677,-25.8179552107172,31.0665432244013,46.1220219385206,-0.975259748832252,-8.75652356051444,-15.4325217659598,0.0,2.73533224750009,7.76636950538442,8.31874534386902,6.30859973514862,7.55233340011375,0.0,2.10474836059401,-28.6719997443266,0.899004506385897,-22.1170436000915,-31.9774434641758,-0.975259748832252,-0.567853748830296,-28.6719997443266,-13.0295230845825,-30.9155199469659,-36.3565334284888,0.711676657845812,-61.9830284749668,1.49881662410479,-37.3164962222266,-61.2767916469864,0.108177580387513,-25.3815856713509,-0.064929504406523,-15.7123487461935,-25.5090682953681,-25.9104718423929
2020-03-31,8.28032575681583,-0.868388021278668,10.32055455312,15.4292359812912,-2.54079814708811,-19.5393121009349,-33.4402320300114,0.0,17.6897239952602,-9.59106973206115,-5.18893513164977,-21.8743431733813,-1.87396848127437,35.176282204805,5.97400291555003,0.0,20.1921877256989,10.0199281500565,0.0,0.0,-10.7070338377628,-12.3669249515585,-8.92965237953392,-22.2822125015431,-15.8075416866773,-5.18893513164977,-16.167876404869,-1.87396848127437,-8.92965237953392,-11.3219011925882,-0.164868641510049,-27.1320202415412,-10.4929564702842,-34.5073640151614,-70.5619426248196,9.3441135645482,-9.83974832001367,-0.477283953611675,1.48149616186645,0.0,-25.0514489071694
2020-06-30,-23.9654743993852,-35.6655583207351,-30.9033711735879,11.6228845483965,35.2753555847943,-11.9748349713781,-28.3432384734055,11.2534836600486,29.0616856486878,-21.7899874752754,-10.7726226041477,-55.6113460117363,19.9721208605824,17.7738068447945,0.263553238583933,-0.790741256172809,3.21424491670544,-4.30209226182656e-16,-8.72873123792988,-11.8988250106938,-38.3989954311725,-13.9551641562495,-32.2261931552055,-9.83014070937182,-0.933526123772621,3.22978840565728,-20.6191656479332,0.588346696372796,-8.75658701681841,-9.83014070937182,-17.6766629294706,-60.3578935679321,-10.2041482712381,-60.0235899378071,-61.3019131454318,-0.179280118818344,9.0692768832568,0.704152101635529,-15.2896908397282,-13.8848172442411,9.45231809799529
2020-09-30,33.8932412676234,-43.7223236397523,-19.9439191991815,-30.4319883752138,29.0577125779603,-2.18059282217605,-9.327692808035,6.48311038464478,18.1961381556165,-0.403830897811707,-1.60311577339565,-18.6373669219921,16.040188357532,2.41851208655586,1.80484530768606,0.0,3.67549812621651,7.57551075564902,-9.06830736010473,-22.5804737236031,-28.3255150291735,-1.90272695593858,-31.6819919991905,-9.3381985226696,-0.586580483237631,0.0,-7.41174957829826,1.90272695593858,-5.14314362170793,19.7406418512592,5.64186934551182,-60.500778419932,-13.8290826180661,-49.3451236895772,-47.1168199738648,21.942731576256,19.0575208652456,0.0,-14.8736198040314,-23.6177566784731,21.6215724674376
2021-03-31,68.0474547811894,-18.0413411715278,37.8384172629966,3.41007692250923,-3.23130929659404,17.9577379893426,22.594720085133,11.462576377295,7.42916029150586,1.26194231839773,-2.79259635105838,11.1703527719248,2.03036436911321,0.0,23.709015099614,31.732032871489,11.462576377295,7.42916029150586,0.306394080173343,-12.5620780815102,15.7147459225202,2.03036436911321,-3.23130929659404,43.8132061711719,8.15099565214913,6.68855155724474,15.7147459225202,0.0,17.297485334634,13.3478294292711,4.48097489883977,-7.44706036411954,-32.4631728403133,-12.4762386478335,-0.624353034438803,32.1761464712196,5.30648625923287,0.0,11.4269149188251,-2.10236080189989,1.50632209238789
2021-09-30,20.6386973429869,-1.74809739045022,10.9794744444114,-0.0592798522175851,2.24151670200986,13.1209072723783,9.44285110653427,12.5237579866867,31.2244744280788,-11.7815455366193,-12.059484997734,0.606767377375133,0.0,5.53891794800265,25.1295347493784,32.5576133115673,12.5237579866867,13.7539250927108,-0.300594027038774,-8.59321813528293,0.0,0.0,19.0947844041873,10.538528245987,-23.1292358601038,-16.5348910741059,0.0,0.0,19.0947844041873,23.6752609309681,-9.60220966090663,25.0152881580206,-0.0592798522175851,0.0,23.6752609309681,20.1302113937559,19.837680522456,0.0,-10.2796605875718,0.430413813419739,-23.1989892516398
2022-03-31,-61.654347352484,-51.9426493737435,-0.0394150483601994,0.891883247252478,22.5454266428058,22.971135424567,22.8857041791224,18.1802763869905,31.5637137979987,-26.3143466887215,-18.3568693459168,-34.6655632505325,-1.76597107652674,-1.45664427108112,11.5474448857476,9.93194117652659,14.1498372245705,13.9504106581451,-25.9075955981801,-49.4247902453047,-0.737780905714467,0.0,18.6683798344751,12.8180011415647,17.9237358936388,11.505973858906,-2.26007405032311,0.0,18.0933204936724,-10.372982803225,-58.8603634000763,-26.893894356332,-4.36356284625601,1.15116166361518,33.2307694777433,-14.1230592829121,-0.360108384358904,13.5498611755116,4.85233320520603,13.8131101681148,-34.2548609204585
